Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,order-npnb,Manipulation: Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,target,A,B,C,E,F,ShowProgressBar,D
25,1621215697525,17/05/2021 01:41:37,1621215697378,10,17/05/2021 11:41:37,49896,8,task-mowt,,12721689,yvm6uuxd,3839974,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 89.0.4389.82,1440x900,1440x789,,,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,buttonB,response_button_image,28607.685000024503,,,ICAR56_B.png,1,,,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
26,1621215697971,17/05/2021 01:41:37,1621215697812,10,17/05/2021 11:41:37,49896,8,task-mowt,,12721689,yvm6uuxd,3839974,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 89.0.4389.82,1440x900,1440x789,,,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,11,10,2,Screen 2,fixation,fixation,447.25699999998324,,,,0,,,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
27,1621215700377,17/05/2021 01:41:40,1621215700226,10,17/05/2021 11:41:40,49896,8,task-mowt,,12721689,yvm6uuxd,3839974,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 89.0.4389.82,1440x900,1440x789,,,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,12,1,1,Screen 1,advancementZone,continue_button,2407.150000013644,,,,0,,,,,,,,end,,,,,,,,,
28,1621215700691,17/05/2021 01:41:40,1621215700228,10,17/05/2021 11:41:40,49896,8,task-mowt,,12721689,yvm6uuxd,3839974,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 89.0.4389.82,1440x900,1440x789,,,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,,,END TASK,,,,,634761,,,,,,,,,,,,,,,,,,,,,
1,1621214697707,17/05/2021 01:24:57,1621214697592,-5,16/05/2021 20:24:57,49896,8,task-mowt,,12721658,x1snxex1,3839961,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.93,1440x900,1181x542,,,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1621214713856,17/05/2021 01:25:13,1621214713771,-5,16/05/2021 20:25:13,49896,8,task-mowt,,12721658,x1snxex1,3839961,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.93,1440x900,1181x542,,,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,15348.454999999376,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
3,1621214714268,17/05/2021 01:25:14,1621214714205,-5,16/05/2021 20:25:14,49896,8,task-mowt,,12721658,x1snxex1,3839961,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.93,1440x900,1181x542,,,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,fixation,fixation,449.98199999999997,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
4,1621214764733,17/05/2021 01:26:04,1621214764669,-5,16/05/2021 20:26:04,49896,8,task-mowt,,12721658,x1snxex1,3839961,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.93,1440x900,1181x542,,,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,1,1,3,Screen 3,buttonD,response_button_image,50435.1650000026,,,ICAR43_D.png,1,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
5,1621214765166,17/05/2021 01:26:05,1621214765084,-5,16/05/2021 20:26:05,49896,8,task-mowt,,12721658,x1snxex1,3839961,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.93,1440x900,1181x542,,,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,1,1,4,Screen 4,fixation,fixation,446.32399999999325,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
6,1621214770570,17/05/2021 01:26:10,1621214770504,-5,16/05/2021 20:26:10,49896,8,task-mowt,,12721658,x1snxex1,3839961,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.93,1440x900,1181x542,,,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,1,1,5,Screen 5,advancementZone,continue_button,5408.59000000637,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
7,1621214803844,17/05/2021 01:26:43,1621214803790,-5,16/05/2021 20:26:43,49896,8,task-mowt,,12721658,x1snxex1,3839961,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.93,1440x900,1181x542,,,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,buttonA,response_button_image,33250.23499998497,,,ICAR44_A.png,1,,,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
8,1621214804281,17/05/2021 01:26:44,1621214804228,-5,16/05/2021 20:26:44,49896,8,task-mowt,,12721658,x1snxex1,3839961,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.93,1440x900,1181x542,,,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,2,1,2,Screen 2,fixation,fixation,449.9820000000036,,,,0,,,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
9,1621214826877,17/05/2021 01:27:06,1621214826812,-5,16/05/2021 20:27:06,49896,8,task-mowt,,12721658,x1snxex1,3839961,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.93,1440x900,1181x542,,,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,buttonC,response_button_image,22537.219999998342,,,ICAR45_C.png,1,,,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
10,1621214827330,17/05/2021 01:27:07,1621214827266,-5,16/05/2021 20:27:07,49896,8,task-mowt,,12721658,x1snxex1,3839961,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.93,1440x900,1181x542,,,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,3,2,2,Screen 2,fixation,fixation,458.21399999999267,,,,0,,,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
11,1621214859007,17/05/2021 01:27:39,1621214858949,-5,16/05/2021 20:27:38,49896,8,task-mowt,,12721658,x1snxex1,3839961,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.93,1440x900,1181x542,,,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,buttonB,response_button_image,31648.079999984475,,,ICAR46_B.png,1,,,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
12,1621214859438,17/05/2021 01:27:39,1621214859386,-5,16/05/2021 20:27:39,49896,8,task-mowt,,12721658,x1snxex1,3839961,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.93,1440x900,1181x542,,,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,4,3,2,Screen 2,fixation,fixation,445.2820000000065,,,,0,,,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
13,1621214943889,17/05/2021 01:29:03,1621214943830,-5,16/05/2021 20:29:03,49896,8,task-mowt,,12721658,x1snxex1,3839961,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.93,1440x900,1181x542,,,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,buttonB,response_button_image,84410.79000002355,,,ICAR47_B.png,1,,,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
14,1621214944326,17/05/2021 01:29:04,1621214944272,-5,16/05/2021 20:29:04,49896,8,task-mowt,,12721658,x1snxex1,3839961,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.93,1440x900,1181x542,,,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,5,4,2,Screen 2,fixation,fixation,446.5119999999879,,,,0,,,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
15,1621214997001,17/05/2021 01:29:57,1621214996921,-5,16/05/2021 20:29:56,49896,8,task-mowt,,12721658,x1snxex1,3839961,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.93,1440x900,1181x542,,,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,buttonA,response_button_image,52615.649999992456,,,ICAR48_A.png,1,,,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
16,1621214997411,17/05/2021 01:29:57,1621214997364,-5,16/05/2021 20:29:57,49896,8,task-mowt,,12721658,x1snxex1,3839961,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.93,1440x900,1181x542,,,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,6,5,2,Screen 2,fixation,fixation,451.5670000000391,,,,0,,,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
17,1621215052874,17/05/2021 01:30:52,1621215052813,-5,16/05/2021 20:30:52,49896,8,task-mowt,,12721658,x1snxex1,3839961,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.93,1440x900,1181x542,,,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,buttonB,response_button_image,55415.90500000166,,,ICAR50_B.png,1,,,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
18,1621215053298,17/05/2021 01:30:53,1621215053246,-5,16/05/2021 20:30:53,49896,8,task-mowt,,12721658,x1snxex1,3839961,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.93,1440x900,1181x542,,,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,7,6,2,Screen 2,fixation,fixation,449.98200000001816,,,,0,,,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
19,1621215164549,17/05/2021 01:32:44,1621215164390,-5,16/05/2021 20:32:44,49896,8,task-mowt,,12721658,x1snxex1,3839961,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.93,1440x900,1181x542,,,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,buttonC,response_button_image,111107.74000000674,,,ICAR53_C.png,1,,,,,,,,matrices,C,ICAR53.png,ICAR53_A.png,ICAR53_B.png,ICAR53_C.png,ICAR53_E.png,ICAR53_F.png,1,ICAR53_D.png
